"Security_ID","BDC_Name","FV_Percentage_Cost","FV_Per_Par","Non_Accrual","Security_Type","Non_Qualifying","Loan_Tenure","FV_Percentage_Cost_Q1","FV_Per_Par_Q1","Non_Accrual_Q1","Security_Type_Q1","Non_Qualifying_Q1","Loan_Tenure_Q1","FV_Percentage_Cost_Q2","FV_Per_Par_Q2","Non_Accrual_Q2","Security_Type_Q2","Non_Qualifying_Q2","Loan_Tenure_Q2"
"'59199402a58a8","Newtek Business Services Corp.","66.863333333333","97.166666666667","0","First Lien Senior Secured","0","21.3333","67.036666666667","97.406666666667","0","First Lien Senior Secured","0","21.3333","65.713333333333","95.06","0","First Lien Senior Secured","0","21.3333"
"'5d4d2dad2efe8","Runway Growth Credit Fund Inc.","","","0","","0","","","","0","","0","","100.47","100.4","0","First Lien Senior Secured","1","-27"
"'5914485ed3af8","Prospect Capital Corporation","100","100","0","First Lien Senior Secured","0","-35","100","100","0","First Lien Senior Secured","0","-35","100","100","0","First Lien Senior Secured","0","-35"
"'6007db4e65514","Sixth Street Specialty Lending, Inc.","96.94","96.95","0","First Lien Senior Secured","0","-47","95.69","95.69","0","First Lien Senior Secured","0","-47","95.48","95.48","0","First Lien Senior Secured","0","-47"
"'600138c0328e4","Crescent Capital BDC, Inc","99.69","98.36","0","First Lien Senior Secured","0","-15","99.3","97.88","0","First Lien Senior Secured","0","-15","98.5","97.01","0","First Lien Senior Secured","0","-15"
"'5a0047b47e3c9","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","","","0","","0","","","","0","","0","","102.275","100","0","First Lien Senior Secured","0","-35"
"'5f33cc53e1a77","Newtek Business Services Corp.","100","100","0","First Lien Senior Secured","0","-38","100","100","0","First Lien Senior Secured","0","-38","100","100","0","First Lien Senior Secured","0","-38"
"'604735c78bd67","WhiteHorse Finance, Inc.","100.88","98.88","0","First Lien Senior Secured","0","2","100.14","97.88","0","First Lien Senior Secured","0","2","","","0","","0",""
"'5b711f5fbeefa","CION Investment Corporation","","","0","","0","","100.98","100.98","0","First Lien Senior Secured","0","-39","101.51","101.51","0","First Lien Senior Secured","0","-39"
"'606318587e09f","Newtek Business Services Corp.","104.54","104.54","0","First Lien Senior Secured","0","30","104.22","104.22","0","First Lien Senior Secured","0","30","103.91","103.91","0","First Lien Senior Secured","0","30"
"'6049bbf432851","Steele Creek Capital Corporation","","","0","","0","","101.33","99.6","0","First Lien Senior Secured","0","17","","","0","","0",""
"'5cd039ab2635a","Newtek Business Services Corp.","93.21","93.21","0","First Lien Senior Secured","0","47","93.35","93.35","0","First Lien Senior Secured","0","47","91.11","91.11","0","First Lien Senior Secured","0","47"
"'603621c5b85cb","Owl Rock Capital Corporation II","100.46","98","0","Second Lien Senior Secured","0","39","100","97.51","0","Second Lien Senior Secured","0","39","","","0","","0",""
"'5982c3db94846","Gladstone Investment Corporation","100.23","100","0","Second Lien Senior Secured","0","-33","100.27","100","0","Second Lien Senior Secured","0","-33","98.55","98.25","0","Second Lien Senior Secured","0","-33"
"'5fa3e0bc35787","Crescent Capital BDC, Inc","","","0","First Lien Senior Secured","0","12","","","0","First Lien Senior Secured","0","12","","","0","First Lien Senior Secured","0","12"
"'60362256a1e4f","Owl Rock Capital Corporation","100","100","0","Subordinated","0","51","100","100","0","Subordinated","0","51","","","0","","0",""
"'6063544e78d0f","Newtek Business Services Corp.","112.45","112.45","0","First Lien Senior Secured","0","243","112.54","112.54","0","First Lien Senior Secured","0","243","","","0","","0",""
"'59159822a62db","Newtek Business Services Corp.","57.945","109.335","0","First Lien Senior Secured","0","60.5","58.045","109.325","0","First Lien Senior Secured","0","60.5","58.215","109.38","0","First Lien Senior Secured","0","60.5"
"'5fff02c699faf","New Mountain Finance Corporation","","","0","First Lien Senior Secured","0","-40","","","0","First Lien Senior Secured","0","-40","","","0","First Lien Senior Secured","0","-40"
"'5f33ec20a5780","Newtek Business Services Corp.","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39","","100","0","First Lien Senior Secured","0","-39"
"'5eb26f9098a71","Owl Rock Capital Corporation","","","0","","0","","101.33","99","0","Second Lien Senior Secured","1","30","100.36","98","0","Second Lien Senior Secured","1","30"
"'60642c9edaba5","AB Private Credit Investors Corporation","99.34","88","0","First Lien Senior Secured","0","3","100","88","0","First Lien Senior Secured","0","3","","","0","","0",""
"'5b74064864dfb","Nuveen Churchill Direct Lending Corp.","100.42","99.51","0","First Lien Senior Secured","0","-15","99.99","99.02","0","First Lien Senior Secured","0","-15","","","0","","0",""
"'5c90f98687275","Newtek Business Services Corp.","90.47","90.47","0","First Lien Senior Secured","0","37","90.45","90.45","0","First Lien Senior Secured","0","37","87.81","87.8","0","First Lien Senior Secured","0","37"
"'600fb2c1982e1","PennantPark Floating Rate Capital Ltd.","105.71","81.33","1","First Lien Senior Secured","0","12","101.42","79.27","1","First Lien Senior Secured","0","12","87.81","73.855","1","First Lien Senior Secured","0","-31"
"'5fffe8932eadb","Goldman Sachs BDC, Inc.","103.07","98.25","0","First Lien Senior Secured","0","3","103.04","98.01","0","First Lien Senior Secured","0","3","98.56","97.255","0","First Lien Senior Secured","0","3"
"'5914444e0a8f2","Sixth Street Specialty Lending, Inc.","","","0","","0","","90.71","90.5","1","First Lien Senior Secured","0","-35","92.73","92.5","0","First Lien Senior Secured","0","-35"
"'5d55161ae2e94","Flat Rock Capital Corp.","","","0","","0","","","","0","","0","","100.49","92.17","0","First Lien Senior Secured","1","-4"
"'5d514cd795d55","Newtek Business Services Corp.","","90.91","0","First Lien Senior Secured","0","45","","91.04","0","First Lien Senior Secured","0","45","","78.26","0","First Lien Senior Secured","0","45"
"'593911c598044","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","100.54","100.23","0","First Lien Senior Secured","0","-1","100.64","99.94","0","First Lien Senior Secured","0","-1","100.4","99.68","0","First Lien Senior Secured","0","-1"
"'5c8b78afde1c2","Venture Lending & Leasing VIII, Inc","","","0","","0","","100","98.15","0","First Lien Senior Secured","0","-48","100","97.27","0","First Lien Senior Secured","0","-48"
"'6063535d22df0","Newtek Business Services Corp.","87.16","87.16","0","First Lien Senior Secured","0","63","86.67","86.67","0","First Lien Senior Secured","0","63","","","0","","0",""
"'5919a0b665b4b","NMF SLF I, Inc.","124.35","98.54","0","First Lien Senior Secured","0","-4","124.79","97.63","0","First Lien Senior Secured","0","-4","119.78","92.51","0","First Lien Senior Secured","0","-4"
"'5af93e3045c34","Crescent Capital BDC, Inc","98.48","98.28","0","First Lien Senior Secured","0","-30","97.05","96.78","0","First Lien Senior Secured","0","-30","96.16","95.9","0","First Lien Senior Secured","0","-30"
"'591ade4a67a33","Newtek Business Services Corp.","102.7","102.7","0","First Lien Senior Secured","0","6","102.92","102.92","0","First Lien Senior Secured","0","6","101.87","101.87","0","First Lien Senior Secured","0","6"
"'59883c805b480","First Eagle Alternative Capital BDC, Inc.","86.5","86","0","First Lien Senior Secured","0","-40","83.43","82.97","0","First Lien Senior Secured","0","-40","77.55","77.01","0","First Lien Senior Secured","0","-40"
"'5a8fed395661e","Hercules Capital, Inc.","100","101.39","0","First Lien Senior Secured","0","-26","101.3","102.42","0","First Lien Senior Secured","0","-26","100.9","101.75","0","First Lien Senior Secured","0","-26"
"'5ff806ca8e8fe","Golub Capital BDC 3, Inc.","","","0","First Lien Senior Secured","0","6","","","0","First Lien Senior Secured","0","6","","","0","First Lien Senior Secured","0","6"
"'5af547f382d18","Newtek Business Services Corp.","","97.3","0","First Lien Senior Secured","0","29","","97.37","0","First Lien Senior Secured","0","29","","95","0","First Lien Senior Secured","0","29"
"'5fffd7b1ba9bd","Hercules Capital, Inc.","102.36","102.91","0","First Lien Senior Secured","1","-13","","","0","","0","","100","99.24","0","First Lien Senior Secured","1","-19"
"'591ae205944e6","Blackrock TCP Capital Corp.","","","0","","0","","49.496666666667","49.333333333333","1","First Lien Senior Secured","0","-48","56.996666666667","56.666666666667","1","First Lien Senior Secured","0","-48"
"'591ae5691086a","Newtek Business Services Corp.","117.46","117.46","0","First Lien Senior Secured","0","169","117.32","117.32","0","First Lien Senior Secured","0","169","118.04","118.04","0","First Lien Senior Secured","0","169"
"'5f314600a56b5","Oaktree Specialty Lending Corp","110.86","98.5","0","First Lien Senior Secured","1","14","104.19","93","0","First Lien Senior Secured","1","14","94.17","86.03","0","First Lien Senior Secured","1","14"
"'5eb52ac61baf3","Nuveen Churchill Direct Lending Corp.","101.54","100.92","0","First Lien Senior Secured","0","-8","100.89","100.23","0","First Lien Senior Secured","0","-8","98.27","97.57","0","First Lien Senior Secured","0","-8"
"'5ffebcce0e364","SL Investment Corp.","100","96.11","0","First Lien Senior Secured","0","-29","","","0","","0","","","","0","","0",""
"'60011c7e156cd","First Eagle Alternative Capital BDC, Inc.","101.565","100","0","First Lien Senior Secured","0","-33","101.31666666667","100","0","First Lien Senior Secured","0","-33","99.54","98.975","0","First Lien Senior Secured","0","-33"
"'5ff43d754a2e4","Bain Capital Specialty Finance, Inc","98.63","98.72","0","First Lien Senior Secured","0","-42","96.08","96.25","0","First Lien Senior Secured","0","-42","92.81","93","0","First Lien Senior Secured","0","-42"
"'5d564df2408f5","Venture Lending & Leasing IX, Inc.","94","89.58","0","First Lien Senior Secured","1","-33","90.33","85.55","0","First Lien Senior Secured","1","-33","87.49","82.35","0","First Lien Senior Secured","1","-33"
"'5e82e6a0b99fe","AB Private Credit Investors Corporation","","","0","First Lien Senior Secured","0","2","99.48","97","0","First Lien Senior Secured","0","2","99.59","97","0","First Lien Senior Secured","0","2"
"'5be99d8785c3d","Newtek Business Services Corp.","116.27","116.27","0","First Lien Senior Secured","0","214","113.7","113.7","0","First Lien Senior Secured","0","214","114.73","114.73","0","First Lien Senior Secured","0","214"
"'5ffd77536f060","Goldman Sachs BDC, Inc.","102.38","98","0","First Lien Senior Secured","0","2","102.06333333333","97.496666666667","0","First Lien Senior Secured","0","2","98.76","96.99","0","First Lien Senior Secured","0","2"
"'5ff4249ac2497","New Mountain Finance Corporation","101.15","100.35333333333","0","First Lien Senior Secured","0","-11","101.08","100.25333333333","0","First Lien Senior Secured","0","-11","100.83","100.05","0","First Lien Senior Secured","0","-11"
"'5992badac0cad","CION Investment Corporation","98.47","97.5","0","Second Lien Senior Secured","0","-2","93.48","92.5","0","Second Lien Senior Secured","0","-2","93.54","92.5","0","Second Lien Senior Secured","0","-2"
"'5fae9e6021029","Newtek Business Services Corp.","110.72","110.72","0","First Lien Senior Secured","0","240","111.22","111.22","0","First Lien Senior Secured","0","240","111.73","111.73","0","First Lien Senior Secured","0","240"
"'5ffee303282f3","New Mountain Finance Corporation","","","0","First Lien Senior Secured","0","-49","","","0","First Lien Senior Secured","0","-49","","","0","First Lien Senior Secured","0","-49"
"'606315771fb08","Newtek Business Services Corp.","104.46","104.46","0","First Lien Senior Secured","0","6","104.67","104.68","0","First Lien Senior Secured","0","6","104.11","104.11","0","First Lien Senior Secured","0","6"
"'5c63146e1f2b0","Ares Capital Corporation","101.28","100","0","Second Lien Senior Secured","0","14","101.28","100","0","Second Lien Senior Secured","0","14","100.35","98.96","0","Second Lien Senior Secured","0","14"
"'605841ef14236","Audax Credit BDC Inc.","100.19","100.19","0","First Lien Senior Secured","0","2","99.25","99.25","0","First Lien Senior Secured","0","2","","","0","","0",""
"'5915a456961f7","Ares Capital Corporation","101.67","100","0","First Lien Senior Secured","0","3","101.67","100","0","First Lien Senior Secured","0","3","100.83","100","0","First Lien Senior Secured","0","3"
"'59d72b72d30d7","Newtek Business Services Corp.","43.905","43.905","1","First Lien Senior Secured","0","24","98.92","98.915","1","First Lien Senior Secured","0","24","97.22","97.22","1","First Lien Senior Secured","0","24"
"'5be2b71810ad6","PennantPark Investment Corp","99.92","99.5","0","Second Lien Senior Secured","0","11","98.42","98","0","Second Lien Senior Secured","0","11","98.43","98","0","Second Lien Senior Secured","0","11"
"'60925e8622b64","Monroe Capital Income Plus Corporation","100","100","0","First Lien Senior Secured","1","29","","","0","","0","","","","0","","0",""
"'5c908ea33d74a","Blackstone Private Credit Fund","99.95","97.5","0","First Lien Senior Secured","0","-9","","","0","","0","","","","0","","0",""
"'5d4c113243ef5","Bain Capital Specialty Finance, Inc","100.85","100.47","0","First Lien Senior Secured","0","7","100.2","99.8","0","First Lien Senior Secured","0","7","99.42","99","0","First Lien Senior Secured","0","7"
"'5ff410faa995d","Gladstone Capital Corporation","77","77","0","First Lien Senior Secured","0","-32","79.5","79.5","0","First Lien Senior Secured","0","-32","80.7","80.7","0","First Lien Senior Secured","0","-32"
"'593faff849a98","MSC Income Fund, Inc. (f.k.a HMS Income Fund, Inc.)","100.73","100","0","First Lien Senior Secured","0","-41","100.9","100","0","First Lien Senior Secured","0","-53","100.47","100","0","First Lien Senior Secured","0","-53"
"'591d5b08d02aa","Goldman Sachs Private Middle Market Credit II LLC","100.02","98.5","0","First Lien Senior Secured","0","-1","100.09","98.5","0","First Lien Senior Secured","0","-1","99.15","97.5","0","First Lien Senior Secured","0","-1"
"'5dcc1b81b2c55","Newtek Business Services Corp.","93.75","93.75","0","First Lien Senior Secured","0","52","86.75","86.75","0","First Lien Senior Secured","0","52","83.16","83.16","0","First Lien Senior Secured","0","52"
"'5d51518564026","Newtek Business Services Corp.","","101.495","0","First Lien Senior Secured","0","45","","102.205","0","First Lien Senior Secured","0","45","","100","0","First Lien Senior Secured","0","45"
"'5ffebb403b651","Owl Rock Capital Corporation II","","","0","First Lien Senior Secured","0","2","","","0","First Lien Senior Secured","0","2","98.7","95.6","0","First Lien Senior Secured","0","2"
"'6094eb4e83ace","Goldman Sachs Private Middle Market Credit II LLC","100.23","97.75","0","First Lien Senior Secured","0","18","","","0","","0","","","","0","","0",""
"'5cd02c2ead19b","Newtek Business Services Corp.","103.66","103.66","0","First Lien Senior Secured","0","132","103.835","103.835","0","First Lien Senior Secured","0","132","103.23","103.23","0","First Lien Senior Secured","0","132"
"'5a045faa62cf2","BlackRock Capital Investment Corporation","","","0","","0","","97.76","97.25","0","Second Lien Senior Secured","0","0","90.26","89.67","0","Second Lien Senior Secured","0","0"
"'5ff43b18a0bd2","Oaktree Specialty Lending Corp","","","0","","0","","78.1","78.1","0","First Lien Senior Secured","0","-53","78.1","78.1","0","First Lien Senior Secured","0","-53"
